A,W,k,ER,ER1,ER2,T,T',MT
150,30,0.2,0.04,0.67424,0.059326,0.84066,0.65536,1.496
150,30,0.2,0.05,0.68169,0.073347,0.82032,0.64047,1.4608
150,30,0.2,0.075,0.69652,0.10768,0.78006,0.60999,1.39
150,30,0.2,0.1,0.70816,0.14121,0.74865,0.58476,1.3334
150,30,0.2,0.25,0.75558,0.33087,0.62259,0.47489,1.0975
150,30,0.2,0.5,0.81215,0.61565,0.47532,0.32776,0.80307
150,30,0.3,0.01,0.63563,0.015732,1.4215,1.0901,2.5116
150,30,0.3,0.02,0.65342,0.030608,1.347,1.0421,2.3891
150,30,0.3,0.03,0.66517,0.045101,1.2983,1.0092,2.3075
150,30,0.3,0.04,0.67424,0.059326,1.261,0.98304,2.244
150,30,0.3,0.05,0.68169,0.073347,1.2305,0.96072,2.1912
150,30,0.3,0.075,0.69652,0.10768,1.1701,0.91498,2.0851
150,30,0.3,0.1,0.70816,0.14121,1.123,0.87713,2.0001
150,30,0.3,0.25,0.75558,0.33087,0.93388,0.71234,1.6462
150,30,0.3,0.5,0.81215,0.61565,0.71298,0.49164,1.2046
150,30,0.5,0.01,0.63563,0.015732,2.3691,1.8169,4.186
150,30,0.5,0.02,0.65342,0.030608,2.2451,1.7368,3.9819
150,30,0.5,0.03,0.66517,0.045101,2.1639,1.6819,3.8458
150,30,0.5,0.04,0.67424,0.059326,2.1016,1.6384,3.7401
150,30,0.5,0.05,0.68169,0.073347,2.0508,1.6012,3.652
150,30,0.5,0.075,0.69652,0.10768,1.9501,1.525,3.4751
150,30,0.5,0.1,0.70816,0.14121,1.8716,1.4619,3.3335
150,30,0.5,0.25,0.75558,0.33087,1.5565,1.1872,2.7437
150,30,0.5,0.5,0.81214,0.61565,1.1883,0.81938,2.0077
150,35,0.01,0.01,0.60669,0.016483,0.044126,0.032553,0.076679
150,35,0.01,0.02,0.62599,0.031949,0.041775,0.031181,0.072956
150,35,0.01,0.03,0.63851,0.046984,0.040267,0.030213,0.07048
150,35,0.01,0.04,0.64822,0.061708,0.039106,0.029445,0.068551
150,35,0.01,0.05,0.6565,0.076162,0.038122,0.028816,0.066938
150,35,0.01,0.075,0.67205,0.1116,0.036286,0.027414,0.063701
150,35,0.01,0.1,0.68476,0.14604,0.034797,0.02631,0.061108
150,35,0.01,0.25,0.73572,0.3398,0.02893,0.021316,0.050246
150,35,0.01,0.5,0.79654,0.62771,0.022099,0.014517,0.036616
150,35,0.02,0.01,0.60669,0.016483,0.088252,0.065106,0.15336
150,35,0.02,0.02,0.62599,0.031949,0.08355,0.062362,0.14591
150,35,0.02,0.03,0.63851,0.046984,0.080534,0.060426,0.14096
150,35,0.02,0.04,0.64822,0.061708,0.078212,0.05889,0.1371
150,35,0.02,0.05,0.6565,0.076162,0.076244,0.057632,0.13388
150,35,0.02,0.075,0.67205,0.1116,0.072573,0.054829,0.1274
150,35,0.02,0.1,0.68476,0.14604,0.069595,0.052621,0.12222
150,35,0.02,0.25,0.73572,0.3398,0.057861,0.042632,0.10049
150,35,0.02,0.5,0.79654,0.62771,0.044199,0.029034,0.073232
150,35,0.03,0.01,0.60669,0.016483,0.13238,0.09766,0.23004
150,35,0.03,0.02,0.62599,0.031949,0.12533,0.093541,0.21887
150,35,0.03,0.03,0.63851,0.046984,0.1208,0.090639,0.21144
150,35,0.03,0.04,0.64822,0.061708,0.11732,0.088335,0.20565
150,35,0.03,0.05,0.6565,0.076162,0.11437,0.086448,0.20081
150,35,0.03,0.075,0.67205,0.1116,0.10886,0.082243,0.1911
150,35,0.03,0.1,0.68476,0.14604,0.10439,0.078931,0.18332
150,35,0.03,0.25,0.73572,0.3398,0.086791,0.063948,0.15074
150,35,0.03,0.5,0.79654,0.62771,0.066298,0.043551,0.10985
150,35,0.04,0.01,0.60669,0.016483,0.17651,0.13021,0.30672
150,35,0.04,0.02,0.62599,0.031949,0.1671,0.12472,0.29182
150,35,0.04,0.03,0.63851,0.046984,0.16107,0.12085,0.28192
150,35,0.04,0.04,0.64822,0.061708,0.15643,0.11778,0.27421
150,35,0.04,0.05,0.6565,0.076162,0.15249,0.11526,0.26775
150,35,0.04,0.075,0.67205,0.1116,0.14515,0.10966,0.2548
150,35,0.04,0.1,0.68476,0.14604,0.13919,0.10524,0.24443
150,35,0.04,0.25,0.73572,0.3398,0.11572,0.085264,0.20099
150,35,0.04,0.5,0.79654,0.62771,0.088397,0.058068,0.14646
150,35,0.05,0.01,0.60669,0.016483,0.22063,0.16277,0.3834
150,35,0.05,0.02,0.62599,0.031949,0.20887,0.1559,0.36478
150,35,0.05,0.03,0.63851,0.046984,0.20134,0.15107,0.3524
150,35,0.05,0.04,0.64822,0.061708,0.19553,0.14722,0.34276
150,35,0.05,0.05,0.6565,0.076162,0.19061,0.14408,0.33469
150,35,0.05,0.075,0.67205,0.1116,0.18143,0.13707,0.3185
150,35,0.05,0.1,0.68476,0.14604,0.17399,0.13155,0.30554
150,35,0.05,0.25,0.73572,0.3398,0.14465,0.10658,0.25123
150,35,0.05,0.5,0.79654,0.62771,0.1105,0.072584,0.18308
150,35,0.075,0.01,0.60669,0.016483,0.33095,0.24415,0.5751
150,35,0.075,0.02,0.62599,0.031949,0.31331,0.23385,0.54717
150,35,0.075,0.03,0.63851,0.046984,0.302,0.2266,0.5286
150,35,0.075,0.04,0.64822,0.061708,0.2933,0.22084,0.51413
150,35,0.075,0.05,0.6565,0.076162,0.28591,0.21612,0.50203
150,35,0.075,0.075,0.67205,0.1116,0.27215,0.20561,0.47776
150,35,0.075,0.1,0.68476,0.14604,0.26098,0.19733,0.45831
150,35,0.075,0.25,0.73572,0.3398,0.21698,0.15987,0.37685
150,35,0.075,0.5,0.79654,0.62771,0.16575,0.10888,0.27462
150,35,0.1,0.01,0.60669,0.016483,0.44126,0.32553,0.76679
150,35,0.1,0.02,0.62599,0.031949,0.41775,0.31181,0.72956
150,35,0.1,0.03,0.63851,0.046984,0.40267,0.30213,0.7048
150,35,0.1,0.04,0.64822,0.061708,0.39106,0.29445,0.68551
150,35,0.1,0.05,0.6565,0.076162,0.38122,0.28816,0.66938
150,35,0.1,0.075,0.67205,0.1116,0.36286,0.27414,0.63701
150,35,0.1,0.1,0.68476,0.14604,0.34798,0.2631,0.61108
150,35,0.1,0.25,0.73572,0.3398,0.2893,0.21316,0.50246
150,35,0.1,0.5,0.79654,0.62771,0.22099,0.14517,0.36616
150,35,0.2,0.01,0.60669,0.016483,0.88252,0.65107,1.5336
150,35,0.2,0.02,0.62599,0.031949,0.8355,0.62361,1.4591
150,35,0.2,0.03,0.63851,0.046984,0.80534,0.60426,1.4096
150,35,0.2,0.04,0.64822,0.061708,0.78213,0.5889,1.371
150,35,0.2,0.05,0.6565,0.076162,0.76244,0.57632,1.3388
150,35,0.2,0.075,0.67205,0.1116,0.72573,0.54829,1.274
150,35,0.2,0.1,0.68476,0.14604,0.69595,0.5262,1.2222
150,35,0.2,0.25,0.73572,0.3398,0.57861,0.42632,1.0049
150,35,0.2,0.5,0.79654,0.62771,0.44199,0.29034,0.73232
150,35,0.3,0.01,0.60669,0.016483,1.3238,0.9766,2.3004
150,35,0.3,0.02,0.62599,0.031949,1.2533,0.93542,2.1887
150,35,0.3,0.03,0.63851,0.046984,1.208,0.90639,2.1144
150,35,0.3,0.04,0.64822,0.061708,1.1732,0.88335,2.0565
150,35,0.3,0.05,0.6565,0.076162,1.1437,0.86448,2.0081
150,35,0.3,0.075,0.67205,0.1116,1.0886,0.82243,1.911
150,35,0.3,0.1,0.68476,0.14604,1.0439,0.78931,1.8332
150,35,0.3,0.25,0.73572,0.3398,0.86791,0.63948,1.5074
150,35,0.3,0.5,0.79654,0.62771,0.66298,0.43551,1.0985
150,35,0.5,0.01,0.60669,0.016483,2.2063,1.6277,3.834
150,35,0.5,0.02,0.62599,0.031949,2.0888,1.559,3.6478
150,35,0.5,0.03,0.63851,0.046984,2.0134,1.5107,3.524
150,35,0.5,0.04,0.64822,0.061708,1.9553,1.4723,3.4276
150,35,0.5,0.05,0.6565,0.076162,1.9061,1.4408,3.3469
150,35,0.5,0.075,0.67205,0.1116,1.8143,1.3707,3.185
150,35,0.5,0.1,0.68476,0.14604,1.7399,1.3155,3.0554
150,35,0.5,0.25,0.73572,0.3398,1.4465,1.0658,2.5123
150,35,0.5,0.5,0.79654,0.62771,1.105,0.72584,1.8308
150,40,0.01,0.01,0.58031,0.017232,0.04147,0.029494,0.070964
150,40,0.01,0.02,0.60058,0.033301,0.039268,0.028281,0.067548
150,40,0.01,0.03,0.61391,0.048867,0.037838,0.02743,0.065267
150,40,0.01,0.04,0.62419,0.064083,0.036744,0.026744,0.063488
150,40,0.01,0.05,0.63272,0.079024,0.035842,0.026159,0.062002
150,40,0.01,0.075,0.64965,0.11545,0.034069,0.024939,0.059008
150,40,0.01,0.1,0.66296,0.15084,0.032687,0.023915,0.056602
150,40,0.01,0.25,0.71728,0.34854,0.027158,0.019345,0.046503
150,40,0.01,0.5,0.78206,0.63934,0.020748,0.013009,0.033757
150,40,0.02,0.01,0.58031,0.017232,0.08294,0.058987,0.14193
150,40,0.02,0.02,0.60058,0.033301,0.078536,0.056561,0.1351
150,40,0.02,0.03,0.61391,0.048867,0.075675,0.054859,0.13053
150,40,0.02,0.04,0.62419,0.064083,0.073489,0.053488,0.12698
150,40,0.02,0.05,0.63272,0.079024,0.071685,0.052319,0.124
150,40,0.02,0.075,0.64965,0.11545,0.068137,0.049878,0.11802
150,40,0.02,0.1,0.66296,0.15084,0.065374,0.047831,0.1132
150,40,0.02,0.25,0.71728,0.34854,0.054315,0.038691,0.093006
150,40,0.02,0.5,0.78206,0.63934,0.041495,0.026018,0.067513
150,40,0.03,0.01,0.58031,0.017232,0.12441,0.088481,0.21289
150,40,0.03,0.02,0.60058,0.033301,0.1178,0.084842,0.20265
150,40,0.03,0.03,0.61676,0.048642,0.1126,0.08319,0.19579
150,40,0.03,0.04,0.62419,0.064083,0.11023,0.080232,0.19047
150,40,0.03,0.05,0.63272,0.079024,0.10753,0.078479,0.18601
150,40,0.03,0.075,0.64965,0.11545,0.10221,0.074818,0.17702
150,40,0.03,0.1,0.66296,0.15084,0.098062,0.071746,0.16981
150,40,0.03,0.25,0.71728,0.34854,0.081473,0.058036,0.13951
150,40,0.03,0.5,0.78206,0.63934,0.062243,0.039027,0.10127
150,40,0.04,0.01,0.58031,0.017232,0.16588,0.11797,0.28385
150,40,0.04,0.02,0.60058,0.033301,0.15707,0.11312,0.27019
150,40,0.04,0.03,0.61391,0.048867,0.15135,0.10972,0.26107
150,40,0.04,0.04,0.62419,0.064083,0.14698,0.10698,0.25395
150,40,0.04,0.05,0.63272,0.079024,0.14337,0.10464,0.24801
150,40,0.04,0.075,0.64965,0.11545,0.13627,0.099758,0.23603
150,40,0.04,0.1,0.66296,0.15084,0.13075,0.095661,0.22641
150,40,0.04,0.25,0.71728,0.34854,0.10863,0.077382,0.18601
150,40,0.04,0.5,0.78206,0.63934,0.082991,0.052036,0.13503
150,40,0.05,0.01,0.58031,0.017232,0.20735,0.14747,0.35482
150,40,0.05,0.02,0.60058,0.033301,0.19634,0.1414,0.33774
150,40,0.05,0.03,0.61676,0.048642,0.18767,0.13865,0.32632
150,40,0.05,0.04,0.62419,0.064083,0.18372,0.13372,0.31744
150,40,0.05,0.05,0.63272,0.079024,0.17921,0.1308,0.31001
150,40,0.05,0.075,0.64965,0.11545,0.17034,0.1247,0.29504
150,40,0.05,0.1,0.66296,0.15084,0.16344,0.11958,0.28301
150,40,0.05,0.25,0.71728,0.34854,0.13579,0.096727,0.23251
150,40,0.05,0.5,0.78206,0.63934,0.10374,0.065045,0.16878
150,40,0.075,0.01,0.58031,0.017232,0.31102,0.2212,0.53223
150,40,0.075,0.02,0.60058,0.033301,0.29451,0.2121,0.50661
150,40,0.075,0.03,0.61391,0.048867,0.28378,0.20572,0.4895
150,40,0.075,0.04,0.62419,0.064083,0.27558,0.20058,0.47616
150,40,0.075,0.05,0.63272,0.079024,0.26882,0.1962,0.46501
150,40,0.075,0.075,0.64965,0.11545,0.25551,0.18705,0.44256
150,40,0.075,0.1,0.66296,0.15084,0.24515,0.17936,0.42452
150,40,0.075,0.25,0.71728,0.34854,0.20368,0.14509,0.34877
150,40,0.075,0.5,0.78206,0.63934,0.15561,0.097567,0.25317
150,40,0.1,0.01,0.58031,0.017232,0.4147,0.29494,0.70964
150,40,0.1,0.02,0.60058,0.033301,0.39268,0.28281,0.67548
150,40,0.1,0.03,0.61676,0.048642,0.37534,0.2773,0.65264
150,40,0.1,0.04,0.62419,0.064083,0.36744,0.26744,0.63488
150,40,0.1,0.05,0.63272,0.079024,0.35842,0.26159,0.62002
150,40,0.1,0.075,0.64965,0.11545,0.34068,0.2494,0.59008
150,40,0.1,0.1,0.66296,0.15084,0.32687,0.23915,0.56602
150,40,0.1,0.25,0.71728,0.34854,0.27157,0.19345,0.46503
150,40,0.1,0.5,0.78206,0.63934,0.20748,0.13009,0.33757
150,40,0.2,0.01,0.58031,0.017232,0.82939,0.58988,1.4193
150,40,0.2,0.02,0.60058,0.033301,0.78535,0.56561,1.351
150,40,0.2,0.03,0.61676,0.048642,0.75068,0.5546,1.3053
150,40,0.2,0.04,0.62419,0.064083,0.73489,0.53488,1.2698
150,40,0.2,0.05,0.63272,0.079024,0.71685,0.52319,1.24
150,40,0.2,0.075,0.64965,0.11545,0.68137,0.49878,1.1802
150,40,0.2,0.1,0.66296,0.15084,0.65374,0.47831,1.132
150,40,0.2,0.25,0.71728,0.34854,0.54315,0.38691,0.93006
150,40,0.2,0.5,0.78206,0.63934,0.41495,0.26018,0.67513
150,40,0.3,0.01,0.58032,0.017232,1.2441,0.88483,2.1289
150,40,0.3,0.02,0.60058,0.033301,1.178,0.84842,2.0265
150,40,0.3,0.03,0.61676,0.048642,1.126,0.8319,1.9579
150,40,0.3,0.04,0.62419,0.064083,1.1023,0.80232,1.9047
150,40,0.3,0.05,0.63272,0.079024,1.0753,0.78479,1.8601
150,40,0.3,0.075,0.64965,0.11545,1.022,0.74819,1.7702
150,40,0.3,0.1,0.66296,0.15084,0.98062,0.71746,1.6981
150,40,0.3,0.25,0.71728,0.34854,0.81472,0.58036,1.3951
150,40,0.3,0.5,0.78206,0.63934,0.62243,0.39027,1.0127
150,40,0.5,0.01,0.58031,0.017232,2.0735,1.4747,3.5482
150,40,0.5,0.02,0.60058,0.033301,1.9634,1.414,3.3774
150,40,0.5,0.03,0.61676,0.048642,1.8767,1.3865,3.2632
150,40,0.5,0.04,0.62419,0.064083,1.8372,1.3372,3.1744
150,40,0.5,0.05,0.63272,0.079024,1.7921,1.308,3.1001
150,40,0.5,0.075,0.64965,0.11545,1.7034,1.247,2.9504
150,40,0.5,0.1,0.66296,0.15084,1.6344,1.1958,2.8301
150,40,0.5,0.25,0.71728,0.34854,1.3579,0.96727,2.3251
150,40,0.5,0.5,0.78206,0.63934,1.0374,0.65044,1.6878
150,45,0.01,0.01,0.55578,0.017993,0.039275,0.026936,0.066211
150,45,0.01,0.02,0.577,0.034662,0.037184,0.025862,0.063047
150,45,0.01,0.03,0.59105,0.050757,0.035821,0.02511,0.06093
150,45,0.01,0.04,0.60184,0.066463,0.034784,0.024492,0.059276
150,45,0.01,0.05,0.61083,0.081855,0.033926,0.023969,0.057894
150,45,0.01,0.075,0.62865,0.1193,0.032242,0.022863,0.055104
150,45,0.01,0.1,0.64275,0.15558,0.030924,0.021935,0.052859
150,45,0.01,0.25,0.69997,0.35716,0.025691,0.0177,0.043391
150,45,0.01,0.5,0.76842,0.65069,0.01963,0.01175,0.031379
150,45,0.02,0.01,0.55578,0.017993,0.07855,0.053872,0.13242
150,45,0.02,0.02,0.577,0.034662,0.074369,0.051724,0.12609
150,45,0.02,0.03,0.59105,0.050757,0.071641,0.05022,0.12186
150,45,0.02,0.04,0.60184,0.066463,0.069567,0.048984,0.11855
150,45,0.02,0.05,0.61083,0.081856,0.067851,0.047937,0.11579
150,45,0.02,0.075,0.62865,0.1193,0.064484,0.045725,0.11021
150,45,0.02,0.1,0.64275,0.15558,0.061848,0.043871,0.10572
150,45,0.02,0.25,0.69997,0.35716,0.051382,0.035401,0.086783
150,45,0.02,0.5,0.76842,0.65069,0.03926,0.023499,0.062759
150,45,0.03,0.01,0.55578,0.017993,0.11782,0.080808,0.19863
150,45,0.03,0.02,0.577,0.034662,0.11155,0.077587,0.18914
150,45,0.03,0.03,0.59105,0.050757,0.10746,0.07533,0.18279
150,45,0.03,0.04,0.60184,0.066463,0.10435,0.073475,0.17783
150,45,0.03,0.05,0.61083,0.081855,0.10178,0.071906,0.17368
150,45,0.03,0.075,0.62865,0.1193,0.096726,0.068587,0.16531
150,45,0.03,0.1,0.64275,0.15558,0.092772,0.065807,0.15858
150,45,0.03,0.25,0.69997,0.35716,0.077073,0.053101,0.13017
150,45,0.03,0.5,0.76842,0.65069,0.05889,0.035249,0.094138
150,45,0.04,0.01,0.55578,0.017993,0.1571,0.10774,0.26484
150,45,0.04,0.02,0.577,0.034662,0.14874,0.10345,0.25219
150,45,0.04,0.03,0.59105,0.050757,0.14328,0.10044,0.24372
150,45,0.04,0.04,0.60184,0.066463,0.13914,0.097968,0.2371
150,45,0.04,0.05,0.61083,0.081855,0.1357,0.095874,0.23158
150,45,0.04,0.075,0.62865,0.1193,0.12897,0.09145,0.22042
150,45,0.04,0.1,0.64275,0.15558,0.1237,0.087742,0.21144
150,45,0.04,0.25,0.69997,0.35716,0.10276,0.070801,0.17357
150,45,0.04,0.5,0.76842,0.65069,0.078519,0.046999,0.12552
150,45,0.05,0.01,0.55578,0.017993,0.19637,0.13468,0.33105
150,45,0.05,0.02,0.577,0.034662,0.18592,0.12931,0.31523
150,45,0.05,0.03,0.59105,0.050757,0.1791,0.12555,0.30465
150,45,0.05,0.04,0.60184,0.066463,0.17392,0.12246,0.29638
150,45,0.05,0.05,0.61083,0.081855,0.16963,0.11984,0.28947
150,45,0.05,0.075,0.62865,0.1193,0.16121,0.11431,0.27552
150,45,0.05,0.1,0.64275,0.15558,0.15462,0.10968,0.2643
150,45,0.05,0.25,0.69997,0.35716,0.12846,0.088501,0.21696
150,45,0.05,0.5,0.76842,0.65069,0.098149,0.058748,0.1569
150,45,0.075,0.01,0.55578,0.017993,0.29456,0.20202,0.49658
150,45,0.075,0.02,0.577,0.034662,0.27888,0.19397,0.47285
150,45,0.075,0.03,0.59105,0.050757,0.26866,0.18832,0.45698
150,45,0.075,0.04,0.60184,0.066463,0.26088,0.18369,0.44457
150,45,0.075,0.05,0.61083,0.081855,0.25444,0.17976,0.43421
150,45,0.075,0.075,0.62865,0.1193,0.24181,0.17147,0.41328
150,45,0.075,0.1,0.64275,0.15558,0.23193,0.16452,0.39645
150,45,0.075,0.25,0.69997,0.35716,0.19268,0.13275,0.32543
150,45,0.075,0.5,0.76842,0.65069,0.14722,0.088122,0.23535
150,45,0.1,0.01,0.55578,0.017993,0.39275,0.26936,0.66211
150,45,0.1,0.02,0.577,0.034662,0.37185,0.25862,0.63047
150,45,0.1,0.03,0.59105,0.050757,0.35821,0.2511,0.6093
150,45,0.1,0.04,0.60184,0.066463,0.34784,0.24492,0.59276
150,45,0.1,0.05,0.61083,0.081855,0.33926,0.23969,0.57894
150,45,0.1,0.075,0.62865,0.1193,0.32242,0.22863,0.55104
150,45,0.1,0.1,0.64275,0.15558,0.30924,0.21935,0.52859
150,45,0.1,0.25,0.69997,0.35716,0.25691,0.177,0.43391
150,45,0.1,0.5,0.76842,0.65069,0.1963,0.1175,0.31379
150,45,0.2,0.01,0.55578,0.017993,0.7855,0.53872,1.3242
150,45,0.2,0.02,0.577,0.034662,0.74369,0.51724,1.2609
150,45,0.2,0.03,0.59105,0.050757,0.71641,0.50219,1.2186
150,45,0.2,0.04,0.60184,0.066463,0.69568,0.48984,1.1855
150,45,0.2,0.05,0.61083,0.081855,0.67851,0.47937,1.1579
150,45,0.2,0.075,0.62865,0.1193,0.64484,0.45725,1.1021
150,45,0.2,0.1,0.64275,0.15558,0.61847,0.43871,1.0572
150,45,0.2,0.25,0.69997,0.35716,0.51382,0.35401,0.86783
150,45,0.2,0.5,0.76841,0.65069,0.3926,0.23499,0.62759
150,45,0.3,0.01,0.55578,0.017993,1.1783,0.80807,1.9863
150,45,0.3,0.02,0.577,0.034662,1.1155,0.77587,1.8914
150,45,0.3,0.03,0.59105,0.050757,1.0746,0.7533,1.8279
150,45,0.3,0.04,0.60184,0.066463,1.0435,0.73475,1.7783
150,45,0.3,0.05,0.61083,0.081855,1.0178,0.71906,1.7368
150,45,0.3,0.075,0.62865,0.1193,0.96726,0.68587,1.6531
150,45,0.3,0.1,0.64275,0.15558,0.92772,0.65806,1.5858
150,45,0.3,0.25,0.69997,0.35716,0.77073,0.53101,1.3017
150,45,0.3,0.5,0.76841,0.65069,0.5889,0.35249,0.94138
150,45,0.5,0.01,0.55578,0.017993,1.9637,1.3468,3.3105
150,45,0.5,0.02,0.577,0.034662,1.8592,1.2931,3.1523
150,45,0.5,0.03,0.59105,0.050757,1.791,1.2555,3.0465
150,45,0.5,0.04,0.60184,0.066463,1.7392,1.2246,2.9638
150,45,0.5,0.05,0.61083,0.081855,1.6963,1.1984,2.8947
150,45,0.5,0.075,0.62865,0.1193,1.6121,1.1431,2.7552
150,45,0.5,0.1,0.64275,0.15558,1.5462,1.0968,2.643
150,45,0.5,0.25,0.69997,0.35716,1.2846,0.88501,2.1696
150,45,0.5,0.5,0.76842,0.65069,0.98149,0.58748,1.569
150,50,0.01,0.01,0.5329,0.018765,0.037415,0.024755,0.06217
150,50,0.01,0.02,0.55506,0.036032,0.035412,0.02381,0.059222
150,50,0.01,0.03,0.56973,0.052657,0.034107,0.02314,0.057247
150,50,0.01,0.04,0.581,0.068847,0.033116,0.022586,0.055702
150,50,0.01,0.05,0.59035,0.084696,0.0323,0.022106,0.054406
150,50,0.01,0.075,0.60897,0.12316,0.030693,0.021096,0.051789
150,50,0.01,0.1,0.62377,0.16032,0.029431,0.020251,0.049681
150,50,0.01,0.25,0.68364,0.36569,0.02445,0.016301,0.04075
150,50,0.01,0.5,0.75553,0.66178,0.018681,0.010682,0.029363
150,50,0.02,0.01,0.5329,0.018765,0.07483,0.04951,0.12434
150,50,0.02,0.02,0.55505,0.036033,0.070825,0.047619,0.11844
150,50,0.02,0.03,0.56973,0.052657,0.068214,0.046281,0.11449
150,50,0.02,0.04,0.581,0.068847,0.066231,0.045172,0.1114
150,50,0.02,0.05,0.59035,0.084696,0.0646,0.044212,0.10881
150,50,0.02,0.075,0.60897,0.12316,0.061385,0.042192,0.10358
150,50,0.02,0.1,0.62377,0.16032,0.058862,0.040501,0.099363
150,50,0.02,0.25,0.68364,0.36569,0.048899,0.032601,0.081501
150,50,0.02,0.5,0.75553,0.66178,0.037362,0.021363,0.058726
150,50,0.03,0.01,0.5329,0.018765,0.11224,0.074265,0.18651
150,50,0.03,0.02,0.55506,0.036032,0.10624,0.07143,0.17767
150,50,0.03,0.03,0.56973,0.052657,0.10232,0.069421,0.17174
150,50,0.03,0.04,0.581,0.068847,0.099347,0.067759,0.16711
150,50,0.03,0.05,0.59035,0.084696,0.0969,0.066318,0.16322
150,50,0.03,0.075,0.60897,0.12316,0.092078,0.063288,0.15537
150,50,0.03,0.1,0.62377,0.16031,0.088292,0.060752,0.14904
150,50,0.03,0.25,0.68364,0.36569,0.073349,0.048902,0.12225
150,50,0.03,0.5,0.75553,0.66179,0.056044,0.032045,0.088089
150,50,0.04,0.01,0.5329,0.018765,0.14966,0.099019,0.24868
150,50,0.04,0.02,0.55506,0.036032,0.14165,0.09524,0.23689
150,50,0.04,0.03,0.56973,0.052657,0.13643,0.092561,0.22899
150,50,0.04,0.04,0.581,0.068847,0.13246,0.090345,0.22281
150,50,0.04,0.05,0.59034,0.084696,0.1292,0.088423,0.21762
150,50,0.04,0.075,0.60897,0.12316,0.12277,0.084385,0.20715
150,50,0.04,0.1,0.62377,0.16032,0.11772,0.081002,0.19873
150,50,0.04,0.25,0.68364,0.36569,0.097799,0.065203,0.163
150,50,0.04,0.5,0.75553,0.66178,0.074725,0.042727,0.11745
150,50,0.05,0.01,0.5329,0.018765,0.18707,0.12377,0.31085
150,50,0.05,0.02,0.55506,0.036032,0.17706,0.11905,0.29611
150,50,0.05,0.03,0.56973,0.052657,0.17054,0.1157,0.28624
150,50,0.05,0.04,0.581,0.068847,0.16558,0.11293,0.27851
150,50,0.05,0.05,0.59035,0.084696,0.1615,0.11053,0.27203
150,50,0.05,0.075,0.60897,0.12316,0.15346,0.10548,0.25894
150,50,0.05,0.1,0.62377,0.16032,0.14715,0.10125,0.24841
150,50,0.05,0.25,0.68364,0.36569,0.12225,0.081503,0.20375
150,50,0.05,0.5,0.75553,0.66179,0.093406,0.053408,0.14681
150,50,0.075,0.01,0.5329,0.018765,0.28061,0.18566,0.46627
150,50,0.075,0.02,0.55505,0.036033,0.26559,0.17857,0.44416
150,50,0.075,0.03,0.56973,0.052657,0.2558,0.17355,0.42936
150,50,0.075,0.04,0.581,0.068847,0.24837,0.1694,0.41776
150,50,0.075,0.05,0.59035,0.084696,0.24225,0.16579,0.40805
150,50,0.075,0.075,0.60897,0.12316,0.23019,0.15822,0.38841
150,50,0.075,0.1,0.62377,0.16032,0.22073,0.15188,0.37261
150,50,0.075,0.25,0.68364,0.36569,0.18337,0.12226,0.30563
150,50,0.075,0.5,0.75553,0.66179,0.14011,0.080113,0.22022
150,50,0.1,0.01,0.5329,0.018765,0.37415,0.24755,0.6217
150,50,0.1,0.02,0.55505,0.036033,0.35412,0.2381,0.59222
150,50,0.1,0.03,0.56973,0.052657,0.34107,0.2314,0.57247
150,50,0.1,0.04,0.581,0.068847,0.33116,0.22586,0.55702
150,50,0.1,0.05,0.59034,0.084696,0.323,0.22106,0.54406
150,50,0.1,0.075,0.60897,0.12316,0.30693,0.21096,0.51789
150,50,0.1,0.1,0.62377,0.16032,0.29431,0.2025,0.49681
150,50,0.1,0.25,0.68364,0.36569,0.2445,0.16301,0.4075
150,50,0.1,0.5,0.75553,0.66178,0.18681,0.10682,0.29363
150,50,0.2,0.01,0.5329,0.018765,0.7483,0.49509,1.2434
150,50,0.2,0.02,0.55506,0.036032,0.70824,0.4762,1.1844
150,50,0.2,0.03,0.56973,0.052657,0.68214,0.46281,1.1449
150,50,0.2,0.04,0.581,0.068847,0.66231,0.45172,1.114
150,50,0.2,0.05,0.59035,0.084696,0.646,0.44212,1.0881
150,50,0.2,0.075,0.60897,0.12316,0.61385,0.42192,1.0358
150,50,0.2,0.1,0.62377,0.16032,0.58862,0.40501,0.99363
150,50,0.2,0.25,0.68364,0.36569,0.489,0.32601,0.81501
150,50,0.2,0.5,0.75553,0.66179,0.37362,0.21363,0.58726
150,50,0.3,0.01,0.5329,0.018765,1.1224,0.74264,1.8651
150,50,0.3,0.02,0.55505,0.036033,1.0624,0.71429,1.7767
150,50,0.3,0.03,0.56973,0.052657,1.0232,0.69421,1.7174
150,50,0.3,0.04,0.581,0.068847,0.99347,0.67759,1.6711
150,50,0.3,0.05,0.59035,0.084696,0.969,0.66318,1.6322
150,50,0.3,0.075,0.60897,0.12316,0.92078,0.63288,1.5537
150,50,0.3,0.1,0.62377,0.16032,0.88293,0.60751,1.4904
150,50,0.3,0.25,0.68364,0.36569,0.73349,0.48902,1.2225
150,50,0.3,0.5,0.75553,0.66178,0.56043,0.32045,0.88089
150,50,0.5,0.01,0.5329,0.018765,1.8708,1.2377,3.1085
150,50,0.5,0.02,0.55506,0.036032,1.7706,1.1905,2.9611
150,50,0.5,0.03,0.56973,0.052657,1.7054,1.157,2.8624
150,50,0.5,0.04,0.581,0.068847,1.6558,1.1293,2.7851
